device_id,gender,age,group,restDay,restNight,workDay,workNight,education,entertainment,finance,game,health,life,news,shopping,social,tools,travel,brand,geoLabel
-6313412119150954237,0,0,0,1,1,1,1,0,0,0,12,0,0,0,0,0,4,0,3,-1.0
1554001225204927160,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,8,-1.0
-6789950388308986580,0,1,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,1,0.0
-4875012139211380910,0,0,0,11,3,19,10,0,0,2,45,0,0,2,0,0,0,0,4,4.0
3558602119006800055,1,0,2,6,3,12,8,0,0,0,0,0,0,0,0,0,29,0,2,14.0
7323587961560770212,0,0,0,6,1,10,1,0,0,36,18,0,18,0,0,0,18,0,3,-1.0
-8201576040435464650,0,0,0,4,0,4,1,0,9,0,0,0,0,0,0,0,0,0,5,-1.0
7731363441327224271,0,0,0,0,1,1,1,0,0,6,19,0,3,0,0,0,3,0,1,-1.0
-6407681128593301580,0,1,1,3,0,1,0,0,0,0,4,0,4,0,0,0,0,0,1,-1.0
2006254349181578462,0,0,0,3,0,4,1,0,0,8,8,0,0,0,0,0,0,0,0,-1.0
3331899155930276761,0,0,0,0,3,1,9,0,0,169,0,0,0,0,0,0,13,0,3,-1.0
-3175970655662091504,0,1,1,2,0,1,0,0,0,9,3,0,0,0,0,0,0,0,9,-1.0
2794933540990870446,1,0,2,1,0,0,2,0,0,9,3,0,0,0,0,0,0,0,1,-1.0
-7878955941079581883,1,0,2,0,2,0,2,0,0,4,4,0,4,0,0,0,0,0,3,-1.0
667071715174658759,0,0,0,2,0,1,0,0,0,0,6,0,3,0,0,0,0,0,1,15.0
5405454015677350691,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,-1.0
7214552773926629977,0,1,1,7,2,8,2,0,0,399,19,0,19,0,0,0,38,0,0,-1.0
2776178164446941724,1,1,3,1,0,1,0,0,0,2,2,0,0,6,0,0,0,0,0,-1.0
-3398786563816067750,1,1,3,0,0,3,2,0,0,10,0,0,0,0,0,0,0,0,5,8.0
2898002878842548690,0,1,1,5,0,2,0,0,10,2,2,0,0,2,0,5,0,0,6,-1.0
-5459166600271970334,1,0,2,2,1,5,1,0,0,117,0,0,0,0,0,0,9,0,0,12.0
1688775818006923809,0,1,1,1,3,1,2,0,7,7,7,0,0,0,0,0,0,0,3,7.0
5627730181189645845,0,0,0,0,0,1,1,0,1,2,2,0,0,1,0,0,0,0,6,-1.0
7027071884159934147,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,5,-1.0
6535501727478498566,0,1,1,14,13,12,17,0,0,728,0,0,0,0,0,0,56,0,0,5.0
4876204040340716733,1,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2.0
-1436408416902222123,0,1,1,10,2,0,2,0,0,0,28,0,14,0,0,0,0,0,2,-1.0
1524819449661745717,1,0,2,1,1,2,1,0,0,5,5,0,0,15,0,0,0,0,5,15.0
1047071568061086190,1,1,3,0,7,1,0,0,0,112,8,0,0,0,0,0,8,0,2,-1.0
7032435066085912735,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,-1.0
-7071991265702262202,0,1,1,14,0,15,2,0,0,31,31,0,0,31,0,0,0,0,9,-1.0
-8768763414768093881,0,1,1,0,1,0,5,0,0,6,6,0,0,6,0,0,0,0,1,15.0
706847949713744897,0,1,1,11,10,16,21,0,0,116,0,0,0,0,0,0,0,0,0,4.0
4409557294453235535,0,1,1,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,15.0
4077548078559296267,1,1,3,12,20,19,15,0,28,1188,264,0,0,198,0,14,66,0,0,1.0
-2197477729953049168,1,1,3,1,0,1,0,0,0,2,4,0,2,2,0,0,0,0,2,9.0
3252698589542883425,1,0,2,3,1,4,0,0,0,9,9,0,0,13,0,0,0,0,2,-1.0
1709461124065110521,1,1,3,2,0,0,0,0,4,2,10,0,0,0,0,0,2,0,0,-1.0
8174209810777643357,0,0,0,2,1,1,3,0,0,91,0,0,0,0,0,0,7,0,1,9.0
-8870368540648448086,0,1,1,10,0,8,7,0,0,325,0,0,0,0,0,0,25,0,1,-1.0
2561757926942222100,0,1,1,13,1,11,7,0,0,96,32,0,0,0,0,0,0,0,0,-1.0
-4081210030916258866,0,1,1,0,0,1,1,0,0,26,0,0,0,0,0,0,2,0,4,1.0
-8903567360335207676,1,0,2,1,0,1,0,0,0,2,2,0,0,2,0,0,0,0,3,-1.0
-6254526605737531,0,1,1,5,4,6,4,0,0,76,38,0,19,0,0,0,0,0,2,14.0
-6884057911731159203,0,1,1,4,0,0,0,0,0,52,0,0,0,0,0,0,4,0,1,14.0
-5723942617503720576,0,0,0,3,0,4,2,0,0,9,9,0,9,0,0,0,0,0,2,-1.0
620706686731360073,0,0,0,1,4,2,9,0,1,17,18,2,0,20,0,0,0,0,5,-1.0
-3791295450864646612,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0.0
-77456006192900333,0,0,0,2,0,5,0,0,0,14,0,0,0,0,0,0,0,0,7,7.0
1936735806494236513,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,0,0,0,6,-1.0
1390734059405807788,0,1,1,1,5,12,6,0,0,24,24,0,0,24,0,0,0,0,3,-1.0
-5144348225211766427,0,1,1,0,0,1,5,0,0,0,6,0,0,0,0,0,0,0,3,-1.0
-4590430272962707071,0,0,0,2,3,9,1,0,0,15,15,0,15,0,0,0,0,0,3,-1.0
3643889411538602019,0,0,0,1,0,5,4,0,0,10,10,0,0,10,0,0,0,0,5,-1.0
8050058921891486053,0,0,0,2,1,3,2,0,0,8,32,0,0,0,0,0,8,0,0,0.0
-6455110861103199237,0,0,0,2,6,1,9,0,0,52,0,0,0,0,0,0,16,0,2,-1.0
6347030958260253354,0,1,1,12,0,21,1,0,0,34,34,0,0,34,0,0,0,0,0,7.0
-2649580623301128924,0,0,0,0,8,8,5,0,0,61,0,0,0,0,0,0,21,0,4,0.0
-430454341517900718,1,1,3,3,0,7,0,0,0,130,0,0,0,0,0,0,10,0,2,1.0
2451811967350473212,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0.0
-6200149703479115978,0,1,1,5,1,9,0,0,15,15,15,0,0,0,0,0,0,0,0,4.0
4945187354757368697,1,1,3,5,3,5,2,0,0,195,0,0,0,0,0,0,15,0,0,-1.0
-7151289597790414027,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,1,0.0
4451933001059414973,1,1,3,11,4,19,3,0,0,296,37,0,37,0,0,0,37,0,0,-1.0
8016682131604049160,0,0,0,4,1,11,5,0,21,21,21,0,0,0,0,3,0,0,5,0.0
-8237872786744190793,0,1,1,2,2,0,4,0,8,8,8,0,0,0,0,0,0,0,0,-1.0
8272162215118098931,0,1,1,3,2,8,0,0,0,104,13,0,13,0,0,0,13,0,0,-1.0
5346664673656109921,1,0,2,0,0,4,2,0,0,6,6,0,0,6,0,0,0,0,4,-1.0
-6394978589441556553,0,0,0,0,5,5,6,0,0,16,16,0,0,16,0,0,0,0,1,15.0
2428494449919098600,0,1,1,1,2,0,0,0,0,3,0,0,0,0,0,0,3,0,2,3.0
-8167786998992613248,1,0,2,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,5,0.0
-3264888865440786911,1,1,3,1,0,1,2,0,0,4,8,0,0,0,0,0,0,0,4,-1.0
-7346036602447214033,0,1,1,0,0,2,0,0,0,26,0,0,0,0,0,0,2,0,5,-1.0
-8313023600775166093,0,1,1,14,10,25,10,0,0,0,118,0,59,0,0,0,0,0,9,2.0
4705799069124793976,1,1,3,5,0,5,0,0,0,80,10,0,10,0,0,0,10,0,4,-1.0
2686743327808274995,0,1,1,7,2,2,1,0,0,12,0,0,0,0,0,0,12,0,3,-1.0
8829233744229566041,0,0,0,0,3,0,1,0,4,4,4,0,0,0,0,0,0,0,0,-1.0
6630073537375478277,0,1,1,5,7,12,5,29,0,0,0,0,0,0,0,0,0,0,0,6.0
-6423262650057742934,1,0,2,3,2,1,1,0,0,91,0,0,0,0,0,0,7,0,5,15.0
4561385906465099764,0,1,1,11,5,33,5,0,0,0,108,0,54,0,0,0,0,0,1,2.0
1476687644758132681,1,1,3,7,1,6,3,0,0,17,17,0,0,17,0,0,0,0,9,-1.0
-5749335847777342554,1,0,2,1,0,2,1,0,0,52,0,0,0,0,0,0,4,0,9,-1.0
7564663063536756105,1,0,2,1,1,0,5,0,0,7,0,0,0,0,0,0,7,0,5,12.0
-4667940367862975221,0,0,0,1,3,3,4,0,11,11,22,0,11,0,0,0,0,0,2,15.0
2945524393492102393,0,1,1,4,9,5,5,0,0,23,23,0,0,69,0,0,0,0,0,15.0
-207934154262067872,1,0,2,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,-1.0
-5835778519951469031,0,1,1,0,2,2,2,0,6,6,18,0,6,0,0,0,0,0,9,2.0
-3088419092052298425,0,1,1,0,9,6,24,0,39,39,39,0,0,0,0,0,0,0,1,-1.0
6488520826652169254,0,1,1,1,0,1,3,0,5,5,5,0,0,0,0,0,0,0,9,-1.0
4109517855040012436,0,0,0,10,4,17,4,0,0,465,20,0,0,0,0,0,35,0,4,-1.0
8345791724205711852,0,0,0,0,5,9,1,0,0,29,14,0,0,14,0,0,15,0,1,15.0
-8769062425317786820,0,1,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,-1.0
6164626910481603175,0,0,0,0,1,1,0,0,2,2,6,0,2,0,0,0,0,0,1,-1.0
4181180147996849752,0,1,1,0,2,1,3,0,0,6,6,0,0,6,0,0,0,0,2,3.0
-5295818491849945443,1,0,2,3,0,3,0,0,0,12,18,0,0,6,0,0,0,0,4,-1.0
-591037927679493594,0,1,1,2,5,3,3,0,0,104,13,0,13,0,0,0,13,0,3,-1.0
6544217551234262098,1,1,3,1,4,19,2,0,0,26,26,0,0,78,0,0,0,0,4,-1.0
1936425771989196397,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,-1.0
7603574418451739914,1,1,3,8,1,10,3,0,0,22,22,0,0,66,0,0,0,0,3,-1.0
-6563927821739874072,1,0,2,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,5,11.0
990879148135067211,1,0,2,0,1,1,2,0,0,52,0,0,0,0,0,0,4,0,3,1.0
-1764935939491033764,1,1,3,0,1,0,1,0,0,16,2,0,2,0,0,0,2,0,2,-1.0
-9099079396602537376,0,0,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,1,4.0
246644153966428338,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,-1.0
8458520891560197095,0,0,0,2,1,4,2,0,0,3,48,0,0,3,0,0,0,0,4,-1.0
8095053099652266963,0,1,1,1,0,5,0,0,0,78,0,0,0,0,0,0,6,0,1,0.0
-4236104414253868024,0,1,1,2,1,0,2,0,0,65,0,0,0,0,0,0,5,0,4,-1.0
6636466832911498564,0,1,1,1,10,9,12,0,0,96,32,0,0,0,0,0,0,0,0,6.0
-6469448607022233912,0,1,1,1,0,2,3,0,0,6,6,0,0,6,0,0,0,0,2,11.0
-536578844219989242,1,1,3,3,0,1,4,0,0,8,16,0,0,0,0,0,0,0,5,5.0
-1704184574189209825,0,1,1,0,1,0,2,0,0,24,3,0,0,0,0,0,3,0,9,-1.0
2699305111942743398,0,0,0,7,5,7,5,0,0,192,24,0,0,0,0,0,24,0,1,1.0
8467285419251467307,1,1,3,2,3,2,1,0,0,104,0,0,0,0,0,0,8,0,2,-1.0
1437461863974410101,1,0,2,8,1,9,1,0,0,19,38,0,0,0,0,0,0,0,5,5.0
1410823105254491090,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,3,13.0
-2045942311285541740,0,0,0,0,0,1,0,0,0,2,5,0,0,1,0,0,1,0,2,-1.0
-8006162117603257534,0,0,0,22,10,15,4,0,51,51,306,0,0,0,0,0,51,0,1,0.0
-2710651874579543640,0,0,0,6,2,7,9,0,0,24,24,0,0,24,0,0,0,0,5,15.0
-2121579096030074902,1,1,3,1,0,1,1,0,0,39,0,0,0,0,0,0,3,0,2,4.0
1047243302622545860,1,1,3,0,1,2,0,0,0,24,3,0,3,0,0,0,3,0,6,-1.0
2557160834502281249,1,0,2,5,1,7,2,0,0,60,30,0,0,15,0,0,0,0,2,-1.0
771418076599756627,0,1,1,2,3,8,10,0,23,23,23,0,0,0,0,0,0,0,9,15.0
1182402830806356720,0,0,0,3,3,8,3,0,0,17,0,0,0,0,0,0,17,0,9,3.0
5754256796716571866,0,0,0,1,0,3,1,0,0,65,0,0,0,0,0,0,5,0,1,15.0
8148230113887615434,0,0,0,0,2,2,0,0,0,4,16,0,0,0,0,0,4,0,3,-1.0
-6699422547779030654,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,-1.0
7928386510049845578,0,1,1,2,1,4,0,0,7,7,7,0,0,0,0,0,0,0,1,13.0
-3353214394560269969,0,1,1,4,0,14,13,0,0,403,0,0,0,0,0,0,31,0,1,12.0
-6643991465200031967,0,1,1,4,3,0,11,0,0,18,18,0,0,18,0,0,0,0,1,-1.0
-7052594280932650403,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,15.0
5151246190009075855,0,1,1,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11.0
-5905999391435303839,0,1,1,3,2,2,2,0,0,0,45,0,0,0,0,0,0,0,1,15.0
8079677337872635167,0,0,0,1,0,1,1,0,0,48,3,0,0,0,0,0,3,0,1,11.0
8312164913587597922,0,0,0,1,0,4,2,0,7,7,7,0,0,0,0,0,0,0,0,0.0
1894268615071684032,0,1,1,2,15,7,8,0,32,60,32,0,0,0,0,0,28,0,4,15.0
-312404522176996935,1,1,3,0,0,1,0,0,0,11,2,0,1,0,0,0,1,0,1,-1.0
-8601403561408995654,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,-1.0
-9151932079029728088,0,0,0,2,3,11,4,0,0,20,20,0,0,20,0,0,0,0,2,3.0
4911224478514937130,0,1,1,2,0,6,3,0,0,33,11,0,0,0,0,0,0,0,9,-1.0
2523278634476626559,0,1,1,2,1,6,2,0,0,11,11,11,0,0,0,0,0,0,9,-1.0
1010870382245346958,0,1,1,6,0,2,4,0,0,36,12,0,0,0,0,0,0,0,0,15.0
-7493825418224629816,0,0,0,1,0,0,4,0,0,65,0,0,0,0,0,0,5,0,1,-1.0
8448564833462036030,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,-1.0
-2010019061312728589,1,0,2,2,1,6,3,0,0,156,12,0,12,0,0,0,12,0,0,-1.0
7848066198054528305,0,1,1,4,5,6,8,0,0,299,0,0,0,0,0,0,23,0,9,-1.0
2397438200444065170,0,1,1,1,0,6,0,0,0,91,0,0,0,0,0,0,7,0,5,1.0
-4227782230604335142,1,1,3,0,0,1,1,0,0,6,2,0,0,0,0,0,0,0,0,-1.0
-4424749397795054373,1,0,2,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,1,7.0
216492063286115987,0,1,1,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,3,-1.0
4936063047546758457,0,1,1,67,37,48,30,0,0,728,364,0,0,182,0,0,182,0,0,5.0
-8524960740422846795,0,0,0,4,5,5,6,0,0,0,40,0,20,0,0,0,0,0,6,-1.0
606468987481221579,0,1,1,0,0,1,1,0,0,2,8,0,0,0,0,0,2,0,6,-1.0
-2759832923665655815,1,0,2,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,1,13.0
6018458536132082731,0,1,1,0,2,4,5,0,0,11,11,0,0,11,0,0,0,0,0,15.0
6631300248167407284,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,9,-1.0
-7261669655667118111,0,0,0,1,0,0,0,0,0,13,2,0,1,0,0,0,1,0,1,2.0
8923241340778829903,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10.0
3517190067519579513,1,1,3,1,3,1,6,0,0,22,33,0,0,33,0,11,0,0,0,5.0
6227257023033060336,0,1,1,1,2,4,5,0,0,156,0,0,0,0,0,0,12,0,4,12.0
-3550482197639236677,1,0,2,4,1,2,1,0,8,8,8,0,0,0,0,0,8,0,0,-1.0
7636272543666511219,0,0,0,6,0,1,2,0,0,9,0,0,0,0,0,0,9,0,9,12.0
5783967388688763107,0,1,1,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,4.0
5849840029148852748,1,1,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,1,14.0
6489143662234805095,0,0,0,32,18,40,28,0,0,130,260,0,0,0,0,12,118,0,2,12.0
3514725833473776996,0,1,1,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,1,-1.0
-6542990369714353997,0,1,1,3,1,12,6,0,0,63,19,0,0,57,0,0,0,0,0,0.0
-5515391174584778031,0,1,1,4,2,5,3,0,0,14,14,0,0,42,0,0,0,0,4,-1.0
2747733081266018413,1,0,2,2,2,4,9,0,0,17,0,0,0,0,0,0,0,0,4,0.0
-4298140962726895008,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,9,0,6,-1.0
7210591926111411276,0,1,1,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,9,15.0
2841811256835356859,0,1,1,3,5,6,6,0,0,20,20,0,0,20,0,0,0,0,2,-1.0
1855284178996998209,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0
7708086652932808723,1,1,3,6,0,4,2,0,12,24,12,0,0,0,0,0,0,0,2,-1.0
-4702017799487100663,0,1,1,7,3,10,7,0,0,27,27,0,0,27,0,0,0,0,6,7.0
-8205349019172633210,0,1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,3,3.0
2357937613330621902,1,1,3,12,5,17,5,0,0,288,36,0,39,0,0,0,36,0,0,-1.0
7422545731994266819,0,0,0,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,-1.0
5872598991796785810,0,0,0,0,3,6,5,0,0,14,14,0,0,14,0,0,0,0,1,7.0
-513420630595531817,0,1,1,8,1,4,7,0,0,20,20,0,0,0,0,0,0,0,0,4.0
-1772341395079189129,0,0,0,2,0,2,0,0,0,4,4,0,0,4,0,0,0,0,0,-1.0
-4362788485992238569,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1.0
-8886768683305255724,0,1,1,24,26,36,40,0,0,1756,118,0,0,354,0,0,126,0,2,-1.0
4903053658546203197,0,1,1,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,10.0
-1587667565086517530,0,1,1,7,3,7,7,0,0,24,24,0,0,24,0,0,0,0,2,-1.0
-2011981671893061114,1,1,3,5,1,6,5,0,0,17,17,0,0,45,0,0,0,0,2,11.0
-459801630418552151,0,1,1,0,2,1,2,0,0,10,0,0,0,0,0,0,0,0,0,2.0
-5518842978165649229,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2.0
-2919403779154217606,0,0,0,1,2,4,7,0,0,190,1,0,0,0,0,0,15,0,4,9.0
8640261588031710801,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,1,0,2,-1.0
-228875998358485739,0,0,0,1,0,2,1,0,0,12,4,0,0,0,0,0,0,0,0,-1.0
-3127335460647016928,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,-1.0
6449831608995492173,0,0,0,6,8,2,10,0,0,338,0,0,0,0,0,0,26,0,0,1.0
8362402473729729443,0,1,1,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,0,-1.0
-5572990067167143406,0,1,1,0,0,1,3,0,0,8,0,0,0,0,0,0,0,0,0,15.0
6235671252343430682,0,0,0,7,2,3,4,0,0,16,0,0,0,0,0,0,0,0,1,10.0
-2023966340620364548,1,0,2,1,4,2,3,0,0,10,10,0,0,10,0,0,0,0,0,-1.0
8043204759262094607,0,1,1,3,2,3,1,0,0,9,36,0,0,0,0,0,9,0,0,-1.0
5769927910135943266,1,0,2,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,1,-1.0
4152972437347802129,0,1,1,3,1,8,4,0,0,0,32,0,0,0,0,0,0,16,7,15.0
-310655435892230777,0,1,1,0,1,1,0,0,0,6,2,0,0,0,0,0,0,0,6,-1.0
6899727912088933241,0,1,1,3,1,5,1,0,0,10,0,0,0,0,0,0,10,0,0,-1.0
8924059047955581840,0,1,1,0,12,3,9,0,48,0,0,0,0,0,0,24,0,0,1,-1.0
2081781779481394996,0,0,0,1,0,0,0,0,0,21,1,0,0,0,0,0,2,0,8,-1.0
-3290424307039992923,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,9,-1.0
3501470306085506711,0,1,1,9,1,1,6,0,0,221,0,0,0,0,0,0,17,0,9,-1.0
-3926891330680269782,1,1,3,0,0,3,0,0,0,0,12,0,0,0,0,0,3,0,0,14.0
8794177577630781257,1,1,3,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,1,-1.0
-2875925823345821097,1,1,3,19,7,27,4,0,0,171,57,0,0,0,0,0,0,0,1,14.0
4636476760045036838,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,-1.0
-8055909210595694836,0,1,1,2,6,1,11,0,20,20,20,0,0,0,0,0,0,0,2,4.0
6513609194439553434,1,0,2,1,1,0,0,0,0,2,2,0,0,0,0,2,0,0,5,-1.0
-645207281313094108,1,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1.0
-867408276293050968,1,1,3,12,3,15,8,0,38,38,38,0,0,0,0,0,0,0,2,14.0
8194227370643928603,0,1,1,6,0,1,2,0,0,9,27,0,9,9,0,0,0,0,6,2.0
2199459928390651837,0,1,1,2,1,0,4,0,0,0,14,0,7,0,0,0,0,0,0,-1.0
390138072678822129,0,0,0,4,10,10,1,0,0,0,50,0,25,0,0,0,0,0,0,2.0
6853328803023346691,0,1,1,5,0,3,6,0,0,14,14,0,0,42,0,0,0,0,9,-1.0
-4972435425972591047,0,1,1,0,2,2,0,0,0,52,0,0,0,0,0,0,4,0,9,-1.0
6767335375495658459,1,1,3,0,0,0,3,0,0,24,3,0,3,0,0,0,3,0,0,-1.0
-8082325056005803236,0,0,0,0,0,7,3,0,0,10,10,0,10,0,0,0,10,0,0,13.0
1747038769854936760,0,0,0,0,0,6,0,0,0,6,6,0,0,6,0,0,0,0,1,-1.0
3620227239777598014,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,7,0,2,-1.0
-5294356288095975568,1,0,2,0,3,1,3,0,0,7,7,0,0,21,0,0,0,0,1,1.0
2582724602409027850,0,1,1,0,7,10,5,0,0,0,0,0,0,0,0,0,22,0,0,15.0
-2912351614560045725,1,1,3,3,1,5,3,0,0,156,0,0,0,0,0,0,12,0,2,7.0
-6066612611645662289,0,1,1,2,0,3,0,0,5,5,5,0,0,0,0,0,0,0,4,-1.0
-1570789636641323709,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,7,0,6,-1.0
-7928391038561683333,0,1,1,1,2,1,1,0,0,5,10,0,0,0,0,0,0,0,6,0.0
6770214835037612440,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-1.0
1992402002063574713,0,0,0,0,1,9,3,0,0,13,0,0,0,0,0,0,13,0,5,-1.0
-3486114010356201317,0,1,1,0,0,2,2,0,0,4,20,0,0,0,0,0,4,0,8,9.0
2183833963326621357,1,1,3,14,9,11,12,0,34,632,34,0,0,0,0,0,46,0,6,-1.0
2093055112166411125,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,1,14.0
-4355283644197980313,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0
-2837483560792562296,0,1,1,7,5,12,0,0,0,24,0,0,0,0,0,0,24,0,1,3.0
-6991680051718862931,0,1,1,2,3,0,4,0,0,117,0,0,0,0,0,0,9,0,5,-1.0
-4169487741296566174,0,1,1,3,1,2,2,0,0,0,0,8,0,0,0,0,0,0,1,-1.0
5709792491391358041,0,0,0,0,4,8,6,0,0,39,13,0,0,0,18,0,0,0,0,-1.0
-3491848535663093775,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,9.0
-6885117655444424014,0,1,1,1,5,0,8,0,14,14,14,0,0,0,0,0,0,0,4,-1.0
608336992054967246,1,0,2,2,0,1,1,0,0,4,8,0,0,0,0,0,0,0,4,-1.0
-6617283099876920175,0,1,1,19,26,59,28,0,54,203,273,0,52,396,0,0,0,0,9,2.0
-8863559279918991129,0,0,0,4,0,3,4,0,0,11,11,0,0,11,0,0,0,0,5,15.0
-5867427039579623977,1,1,3,2,0,6,0,0,0,8,8,0,8,0,0,0,0,0,2,5.0
5992515019182045201,0,0,0,1,0,4,0,0,0,65,0,0,0,0,0,0,5,0,2,-1.0
2725048094214333353,0,1,1,14,2,8,4,0,0,28,28,0,0,28,0,0,0,0,3,-1.0
44419898593760431,0,0,0,4,0,5,0,0,9,9,9,0,0,0,0,0,0,0,4,-1.0
-2490839146372108138,1,0,2,0,2,1,3,0,0,6,6,0,0,6,0,0,0,0,4,-1.0
5244745408560231400,0,1,1,0,0,3,1,0,0,52,0,0,0,0,0,0,4,0,2,3.0
7602142130294195123,1,0,2,1,1,8,5,15,0,0,30,0,0,0,0,0,0,0,2,-1.0
8901494211835367166,1,0,2,7,13,0,4,0,0,312,0,0,0,0,0,0,24,3,2,4.0
-6468882107516412131,0,1,1,3,1,0,9,0,0,169,0,0,0,0,0,0,13,0,1,-1.0
-4399584730289786142,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12.0
3198111679433927531,0,0,0,0,9,15,15,0,0,0,195,0,0,0,0,0,0,0,0,15.0
185401268409462860,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,12.0
-6204118975412618594,0,1,1,0,3,5,5,0,0,169,0,0,0,0,0,0,13,0,1,11.0
-530118827921543353,0,1,1,1,2,0,6,0,9,9,9,0,0,0,0,0,0,0,0,6.0
578122657351836716,0,1,1,10,7,12,37,0,0,0,0,0,0,0,0,0,66,0,0,-1.0
4946703374242041315,0,0,0,4,0,8,1,13,0,26,39,0,0,13,0,0,0,0,0,-1.0
-319416091522824876,0,1,1,2,0,4,1,0,0,7,7,0,0,0,0,0,0,0,0,1.0
-3913725941638402514,1,1,3,5,2,6,3,0,0,16,32,0,0,0,0,0,0,0,1,5.0
2417109049136675815,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,9,-1.0
-5323860021512624834,0,1,1,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,2,-1.0
-1474154142826949339,0,1,1,82,47,31,36,0,0,345,345,0,0,196,0,0,0,0,0,4.0
2701579262373701637,0,1,1,12,19,17,11,0,0,767,0,0,0,0,0,0,59,0,2,-1.0
-2280098438686628860,0,0,0,2,0,4,1,0,7,7,7,0,0,0,0,0,0,0,9,-1.0
-4424182529634775586,1,0,2,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,5,-1.0
-5000290363783354610,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,-1.0
-646106982852629490,0,0,0,2,0,8,5,0,30,0,0,3,0,0,0,15,0,0,1,6.0
-4592966160657527638,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0
-6301042750159282139,1,0,2,11,3,13,7,0,0,34,34,0,0,34,0,0,0,0,1,15.0
-1088897152883060357,1,0,2,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,2.0
1059417064852703172,0,0,0,6,2,4,3,0,0,30,0,0,0,0,0,0,0,0,1,-1.0
